time,x,y,z
0 days 00:00:00,3.1025878511077387,3.6631286,-0.9959879
0 days 00:00:00.010000,3.306094851107739,4.0078936,-0.830788
0 days 00:00:00.020000,3.4449588511077387,3.9480386,-0.6871359
0 days 00:00:00.030000,3.5048138511077394,4.3382936,-0.39983168
0 days 00:00:00.040000,3.6077638511077392,4.0892963,-0.62488663
0 days 00:00:00.050000,3.3204598511077386,4.122815,-1.1468226
0 days 00:00:00.060000,3.3898928511077386,4.000711,-1.2138603
0 days 00:00:00.070000,3.4042578511077384,3.8762126,-1.292869
0 days 00:00:00.080000,3.5287558511077393,4.156334,-2.078167
0 days 00:00:00.090000,3.3994688511077396,3.8235402,-1.6831238
0 days 00:00:00.100000,3.267787851107739,4.9464207,-0.93134445
0 days 00:00:00.110000,3.267787851107739,4.584896,-1.388637
0 days 00:00:00.120000,3.0570978511077396,4.5058875,-1.8890251
0 days 00:00:00.130000,2.8296488511077396,4.570531,-2.7581203
0 days 00:00:00.140000,2.9589358511077393,4.72376,-1.9440918
0 days 00:00:00.150000,2.903869851107739,5.363012,-1.8243817
0 days 00:00:00.160000,2.748245851107738,4.584896,-3.3446999
0 days 00:00:00.170000,2.4872778511077396,4.7788267,-2.540248
0 days 00:00:00.180000,2.1903968511077387,5.628768,-1.6927006
0 days 00:00:00.190000,2.070686851107739,5.509058,-2.0901382
0 days 00:00:00.200000,2.1329363511077393,5.2648497,-2.1045034
0 days 00:00:00.210000,2.2382808511077386,4.9799395,-1.376666
0 days 00:00:00.220000,1.982100851107738,5.0757074,-1.472434
0 days 00:00:00.230000,1.7594408511077386,4.156334,-2.0278888
0 days 00:00:00.240000,1.2039858511077384,1.8339585,-2.8634653
0 days 00:00:00.250000,1.2159568511077392,3.2920272,-2.3391352
0 days 00:00:00.260000,0.899921851107738,3.8402996,-0.7110779
0 days 00:00:00.270000,0.8328848511077389,4.5322237,-1.8674773
0 days 00:00:00.280000,0.6820498511077382,3.3518825,-1.5275006
0 days 00:00:00.290000,0.7131748511077394,3.0214825,-1.4077905
0 days 00:00:00.300000,0.7395108511077382,3.1435869,-2.1763294
0 days 00:00:00.310000,0.6988098511077396,3.1411927,-1.8722657
0 days 00:00:00.320000,0.7035978511077392,3.3087866,-2.0278888
0 days 00:00:00.330000,0.4737548511077385,3.4141316,-2.1619642
0 days 00:00:00.340000,0.30376585110773924,4.2784386,-2.6024973
0 days 00:00:00.350000,0.30855485110773806,3.2082303,-0.5386954
0 days 00:00:00.360000,0.4019288511077388,3.2225955,-1.9752164
0 days 00:00:00.370000,0.5168503511077382,1.9919758,-2.0590134
0 days 00:00:00.380000,0.4976968511077384,2.669535,-1.4269443
0 days 00:00:00.390000,0.5000908511077391,4.3861775,-2.396596
0 days 00:00:00.400000,0.7395108511077382,3.9432502,-2.5306711
0 days 00:00:00.410000,0.43544785110773887,2.4277205,-1.7262194
0 days 00:00:00.420000,0.1289888511077386,3.8881836,-1.2641385
0 days 00:00:00.430000,0.4737548511077385,3.2920272,-2.2625206
0 days 00:00:00.440000,0.7873953511077385,3.6846764,-2.0949266
0 days 00:00:00.450000,0.6054348511077396,3.4261026,-2.3678656
0 days 00:00:00.460000,0.8304908511077382,3.9025488,-2.480393
0 days 00:00:00.470000,0.8472498511077386,3.5745432,-2.4612393
0 days 00:00:00.480000,0.5767048511077384,2.6192567,-1.6017209
0 days 00:00:00.490000,0.4474178511077387,3.6415808,-1.9871874
0 days 00:00:00.500000,0.8855568511077383,4.3598413,-0.51235914
0 days 00:00:00.510000,0.2774308511077379,4.285621,-1.3479356
0 days 00:00:00.520000,0.07631685110773923,2.099715,-1.5610195
0 days 00:00:00.530000,0.7562698511077386,0.7134721,-1.6184803
0 days 00:00:00.540000,0.6198008511077386,1.6927006,-1.1587936
0 days 00:00:00.550000,0.3731983511077388,3.7110126,-1.7764976
0 days 00:00:00.560000,0.4761488511077392,4.987122,-2.1787236
0 days 00:00:00.570000,0.1409608511077387,2.0590134,-0.47884035
0 days 00:00:00.580000,-0.25887114889226126,0.6584055,-0.47884035
0 days 00:00:00.590000,-0.31872714889226117,1.8219875,0.12210429
0 days 00:00:00.600000,-0.23253514889226068,2.822764,-0.17956513
0 days 00:00:00.610000,-0.22295914889226154,3.6152446,-0.60573304
