time,x,y,z
0 days 00:00:00,-0.5510005,0.15393804,-0.014660766
0 days 00:00:00.010000,-0.5742133,0.16371189,-0.052534413
0 days 00:00:00.020000,-0.43127087,0.15515977,-0.09040806
0 days 00:00:00.030000,-0.19181168,0.13927728,-0.118507855
0 days 00:00:00.040000,0.105068825,0.111177474,-0.1441642
0 days 00:00:00.050000,0.39584067,0.061086524,-0.20647246
0 days 00:00:00.060000,0.52290064,-0.012217305,-0.31398472
0 days 00:00:00.070000,0.49968776,-0.07452556,-0.4129449
0 days 00:00:00.080000,0.59131753,-0.10751228,-0.47036624
0 days 00:00:00.090000,0.7464773,-0.118507855,-0.5021312
0 days 00:00:00.100000,0.8344419,-0.13316862,-0.4972443
0 days 00:00:00.110000,0.9053023,-0.12217305,-0.49357912
0 days 00:00:00.120000,0.88453287,-0.11484267,-0.49357912
0 days 00:00:00.130000,0.65484756,-0.13072516,-0.49846604
0 days 00:00:00.140000,0.34330627,-0.15393804,-0.53878313
0 days 00:00:00.150000,0.10873401,-0.18081611,-0.5717699
0 days 00:00:00.160000,0.004886922,-0.21013765,-0.5717699
0 days 00:00:00.170000,0.059864793,-0.24678956,-0.53878313
0 days 00:00:00.180000,0.48747048,-0.25534168,-0.48380527
0 days 00:00:00.190000,0.8051204,-0.27488935,-0.4251622
0 days 00:00:00.200000,0.7635816,-0.30665436,-0.37140608
0 days 00:00:00.210000,0.7171558,-0.3323107,-0.32253686
0 days 00:00:00.220000,0.68661255,-0.34697145,-0.30909783
0 days 00:00:00.230000,0.4605924,-0.36651915,-0.30176744
0 days 00:00:00.240000,0.19792034,-0.37751472,-0.27488935
0 days 00:00:00.250000,0.05375614,-0.36651915,-0.23335053
0 days 00:00:00.260000,0.23823744,-0.36285394,-0.19792034
0 days 00:00:00.270000,0.54367006,-0.35430184,-0.17837265
0 days 00:00:00.280000,0.5925393,-0.35918877,-0.16493362
0 days 00:00:00.290000,0.5766568,-0.32986724,-0.15149458
0 days 00:00:00.300000,-0.3286455,-0.27122417,-0.17470746
0 days 00:00:00.310000,-0.6010914,-0.2284636,-0.2003638
0 days 00:00:00.320000,-0.4972443,-0.18081611,-0.1563815
0 days 00:00:00.330000,-0.35796702,-0.1160644,-0.13927728
0 days 00:00:00.340000,-0.08552113,-0.06719518,-0.1441642
0 days 00:00:00.350000,0.33475417,0.013439035,-0.105068825
0 days 00:00:00.360000,0.24892759050000002,0.06902777,-0.07483099425
0 days 00:00:00.370000,0.16310101100000002,0.124616505,-0.044593163500000005
0 days 00:00:00.380000,-0.0720821,0.18203785,-0.052534413
0 days 00:00:00.390000,0.14782938,0.19914207,-0.030543262
0 days 00:00:00.400000,0.46792278,0.204029,0.021991149
0 days 00:00:00.410000,0.95539325,0.21135938,0.04642576
0 days 00:00:00.420000,1.4770721,0.26267207,0.07941248
0 days 00:00:00.430000,1.4563028,0.2883284,0.12950343
0 days 00:00:00.440000,1.2534955,0.30665436,0.19303341
0 days 00:00:00.450000,0.98471475,0.30909783,0.20647246
0 days 00:00:00.460000,0.79901177,0.2724459,0.17348573
0 days 00:00:00.470000,0.85154617,0.25778514,0.17715092
0 days 00:00:00.480000,1.102001,0.27366763,0.2284636
0 days 00:00:00.490000,1.2180653,0.28955013,0.3042109
0 days 00:00:00.500000,1.1814134,0.29565877,0.37018433
0 days 00:00:00.510000,1.0042624,0.32986724,0.376293
0 days 00:00:00.520000,0.61941737,0.30543262,0.3359759
0 days 00:00:00.530000,0.4480696625,0.2858849325,0.3307835375
0 days 00:00:00.540000,0.276721955,0.266337245,0.325591175
0 days 00:00:00.550000,0.055894172500000006,0.24373523,0.3313943975
0 days 00:00:00.560000,-0.16493360999999998,0.221133215,0.33719762
0 days 00:00:00.570000,-0.56688297,0.2406809,0.38728857
0 days 00:00:00.580000,-0.4007276,0.31642818,0.42394048
0 days 00:00:00.590000,-0.23945917,0.3567453,0.43371433
0 days 00:00:00.600000,-0.28344148,0.33475417,0.56688297
0 days 00:00:00.610000,-0.3200934,0.38362336,0.7501425
0 days 00:00:00.620000,-0.54244834,0.35185838,0.9957104
0 days 00:00:00.630000,-0.5131268075,0.30085114,0.82466811
0 days 00:00:00.640000,-0.48380527500000003,0.2498439,0.65362582
0 days 00:00:00.650000,-0.0720821,0.30787608,0.63529986
0 days 00:00:00.660000,0.081855945,0.36163223,0.7110472
0 days 00:00:00.670000,-0.019547688,0.3848451,0.68783426
0 days 00:00:00.680000,0.13316862,0.43004912,0.79412484
0 days 00:00:00.690000,0.15515977,0.43493605,0.8857546
0 days 00:00:00.700000,-0.22479841,0.40683624,0.8405506
0 days 00:00:00.710000,-0.36285394,0.37751472,0.7281514
0 days 00:00:00.720000,-0.2602286,0.40561453,0.6597345
0 days 00:00:00.730000,0.002443461,0.44837508,0.70249504
0 days 00:00:00.740000,0.11728613,0.50335294,0.7770206
0 days 00:00:00.750000,0.037873644,0.51068336,0.79045963
0 days 00:00:00.760000,0.13316862,0.51068336,0.8332202
0 days 00:00:00.770000,0.12095132,0.54733527,0.88086766
0 days 00:00:00.780000,-0.119729586,0.53878313,0.8454375
0 days 00:00:00.790000,-0.25411993,0.51923543,0.7892379
0 days 00:00:00.800000,0.15882497,0.5815437,0.8063421
0 days 00:00:00.810000,0.15882497,0.5815437,0.8063421
0 days 00:00:00.820000,0.17715092,0.56321776,0.874759
0 days 00:00:00.830000,0.23579398,0.6243043,0.8918633
0 days 00:00:00.840000,0.1563815,0.657291,0.90041536
0 days 00:00:00.850000,-0.103847094,0.5363397,0.77946407
0 days 00:00:00.860000,0.02076942,0.4886922,0.7293731
0 days 00:00:00.870000,0.20891592,0.4288274,0.77091193
0 days 00:00:00.880000,0.23090707,0.43860126,0.78801614
0 days 00:00:00.890000,0.643852,0.5290093,0.91751957
0 days 00:00:00.900000,0.68416905,0.5448918,1.0800097
0 days 00:00:00.910000,0.5839872,0.57910025,1.1313224
0 days 00:00:00.920000,0.34330627,0.5693264,1.1716396
0 days 00:00:00.930000,0.37873647,0.5326745,1.1911873
0 days 00:00:00.940000,0.13072516,0.44348818,1.1716396
0 days 00:00:00.950000,-0.034208454,0.41538838,1.1472049
0 days 00:00:00.960000,0.080634214,0.51068336,1.3377949
0 days 00:00:00.970000,0.105068825,0.5522222,1.4049901
0 days 00:00:00.980000,-0.0012217305,0.5693264,1.3817772
0 days 00:00:00.990000,-0.2565634,0.49480084,1.3341297
0 days 00:00:01,-0.49968776,0.3640757,1.219287
0 days 00:00:01.010000,-0.71959925,0.23945917,1.0580186
0 days 00:00:01.020000,-0.8723156,0.11484267,0.8258898
0 days 00:00:01.030000,-0.752586,0.0012217305,0.6377433
0 days 00:00:01.040000,-0.6585127,-0.11484267,0.4007276
0 days 00:00:01.050000,-0.593761,-0.22357668,0.09407325
0 days 00:00:01.060000,-0.4801401,-0.34330627,-0.18081611
0 days 00:00:01.070000,-0.3811799,-0.47158796,-0.47769663
0 days 00:00:01.080000,-0.26511553,-0.57543504,-0.7648033
0 days 00:00:01.090000,-0.23090707,-0.65118235,-1.0726794
0 days 00:00:01.100000,-0.095294975,-0.7147123,-1.4062119
0 days 00:00:01.110000,0.19792034,-0.6914995,-1.5296066
0 days 00:00:01.120000,0.38973203,-0.70249504,-1.5100589
0 days 00:00:01.130000,0.15882497,-0.77213365,-1.5528195
0 days 00:00:01.140000,0.04642576,-0.8026769,-1.5674802
0 days 00:00:01.150000,0.16126843,-0.8405506,-1.5039502
0 days 00:00:01.160000,0.23945917,-0.8784242,-1.3891076
0 days 00:00:01.170000,0.16249016,-0.87109387,-1.2803736
0 days 00:00:01.180000,-0.07941248,-0.893085,-1.2425
0 days 00:00:01.190000,-0.04642576,-0.8943067,-1.1630874
0 days 00:00:01.200000,-0.002443461,-0.893085,-1.1606439
0 days 00:00:01.210000,0.1685988,-0.88208944,-1.2852604
0 days 00:00:01.220000,0.7635816,-0.752586,-1.1337659
0 days 00:00:01.230000,0.6059783,-0.6939429,-0.9431759
0 days 00:00:01.240000,0.18570304,-0.6792821,-1.0189233
0 days 00:00:01.250000,0.14905111,-0.6365216,-0.9272934
0 days 00:00:01.260000,-0.19425514,-0.63529986,-0.86620694
0 days 00:00:01.270000,-0.18325958,-0.65118235,-0.95172805
0 days 00:00:01.280000,0.13439035,-0.59131753,-0.7855727
0 days 00:00:01.290000,0.07696902,-0.58032197,-0.6621779
0 days 00:00:01.300000,0.028099801,-0.6010914,-0.63163465
0 days 00:00:01.310000,-0.073303826,-0.56688297,-0.49846604
0 days 00:00:01.320000,-0.408058,-0.5314528,-0.5216789
0 days 00:00:01.330000,-0.40683624,-0.49968776,-0.6401868
0 days 00:00:01.340000,-0.17348573,-0.41538838,-0.6988298
0 days 00:00:01.350000,0.1441642,-0.35918877,-0.86742866
0 days 00:00:01.360000,0.33841935,-0.30298916,-0.8332202
0 days 00:00:01.370000,-0.33841935,-0.19303341,-0.43493605
0 days 00:00:01.380000,-0.376293,-0.32253686,-0.52412236
0 days 00:00:01.390000,0.05009095,-0.25411993,-0.47647488
