time,x,y,z
0 days 00:00:00,-0.053756141,0.048258355,0.00855211325
0 days 00:00:00.010000,0.15882497,0.04520403,-0.02687807
0 days 00:00:00.020000,0.1282817,0.010995574,-0.10629055
0 days 00:00:00.030000,0.02076942,-0.036651913,-0.15882497
0 days 00:00:00.040000,0.21991149,-0.036651913,-0.13561209
0 days 00:00:00.050000,0.52534413,-0.028099801,-0.10262536
0 days 00:00:00.060000,0.6536258,-0.064751714,-0.09773844
0 days 00:00:00.070000,0.7864889749999999,-0.09621127199999999,-0.1102611775
0 days 00:00:00.080000,0.9193521499999999,-0.12767082999999999,-0.122783915
0 days 00:00:00.090000,1.1068878,-0.20525073,-0.17592919
0 days 00:00:00.100000,1.174083,-0.23579398,-0.19914207
0 days 00:00:00.110000,1.2229522,-0.27122417,-0.1966986
0 days 00:00:00.120000,1.2583824,-0.29932398,-0.20158553
0 days 00:00:00.130000,1.3072516,-0.29565877,-0.23457226
0 days 00:00:00.140000,1.3255776,-0.312763,-0.2406809
0 days 00:00:00.150000,1.3683381,-0.31031954,-0.22235495
0 days 00:00:00.160000,0.9981538,-0.34330627,-0.27122417
0 days 00:00:00.170000,0.8503244,-0.35063666,-0.3115413
0 days 00:00:00.180000,0.73028939,-0.3433062725,-0.3210097
0 days 00:00:00.190000,0.61025438,-0.335975885,-0.3304781
0 days 00:00:00.200000,0.35430184,-0.34330627,-0.34574974
0 days 00:00:00.210000,0.30482175499999997,-0.340251935,-0.3518583875
0 days 00:00:00.220000,0.25534167,-0.3371976,-0.357967035
0 days 00:00:00.230000,0.10629055,-0.35796702,-0.35185838
0 days 00:00:00.240000,0.087964594,-0.3726278,-0.36774087
0 days 00:00:00.250000,0.16737708,-0.41172317,-0.36896262
0 days 00:00:00.260000,0.35308012,-0.39828414,-0.312763
0 days 00:00:00.270000,0.42638394,-0.37995818,-0.23823744
0 days 00:00:00.280000,0.3726278,-0.37140608,-0.20769419
0 days 00:00:00.290000,0.1282817,-0.3933972,-0.22479841
0 days 00:00:00.300000,-0.007330383,-0.42149702,-0.2761111
0 days 00:00:00.310000,-0.062308256,-0.4092797,-0.267559
0 days 00:00:00.320000,-0.20525073,-0.3494149,-0.14782938
0 days 00:00:00.330000,-0.37384954,-0.28588495,-0.042760566
0 days 00:00:00.340000,-0.48258355,-0.27855456,-0.010995574
0 days 00:00:00.350000,-0.6462954,-0.26267207,0.019547688
0 days 00:00:00.360000,-0.9126327,-0.23579398,0.05497787
0 days 00:00:00.370000,-0.9224065,-0.19914207,0.047647487
0 days 00:00:00.380000,-0.829555,-0.1881465,0.064751714
0 days 00:00:00.390000,-0.662177935,-0.189062795,0.0937678145
0 days 00:00:00.400000,-0.49480086999999995,-0.18997909000000002,0.12278391500000001
0 days 00:00:00.410000,0.06963864,-0.14294247,0.17715092
0 days 00:00:00.420000,0.19181168,-0.07452556,0.22357668
0 days 00:00:00.430000,0.16982053,-0.014660766,0.24190263
0 days 00:00:00.440000,0.35918877,0.035430185,0.27366763
0 days 00:00:00.450000,0.312763,0.036651913,0.23701571
0 days 00:00:00.460000,0.22479841,0.039095376,0.2284636
0 days 00:00:00.470000,0.20280726,0.06352998,0.26389378
0 days 00:00:00.480000,0.047647487,0.062308256,0.27000242
0 days 00:00:00.490000,0.09040806,0.095294975,0.3371976
0 days 00:00:00.500000,0.081855945,0.16126843,0.4251622
0 days 00:00:00.510000,0.17715092,0.19425514,0.44593164
0 days 00:00:00.520000,0.34574974,0.21135938,0.45937067
0 days 00:00:00.530000,0.27977628,0.2321288,0.4801401
0 days 00:00:00.540000,0.1685988,0.28221974,0.47403142
0 days 00:00:00.550000,0.035430185,0.27488935,0.4373795
0 days 00:00:00.560000,0.09162979,0.3042109,0.43860126
0 days 00:00:00.570000,0.25534168,0.34208453,0.50823987
0 days 00:00:00.580000,0.15882497,0.33964106,0.5656612
0 days 00:00:00.590000,0.09285152,0.34697145,0.625526
0 days 00:00:00.600000,0.018325957,0.36285394,0.66828656
0 days 00:00:00.610000,0.14294247,0.37140608,0.67073005
0 days 00:00:00.620000,0.39095375,0.39706242,0.72326446
0 days 00:00:00.630000,0.22113322,0.34208453,0.7086037
0 days 00:00:00.640000,-0.0061086523,0.25900686,0.6731735
0 days 00:00:00.650000,-0.103847094,0.22479841,0.7855727
0 days 00:00:00.660000,-0.2565634,0.2125811,0.8063421
0 days 00:00:00.670000,0.056199603,0.2846632,0.79045963
0 days 00:00:00.680000,0.056199603,0.2846632,0.79045963
0 days 00:00:00.690000,0.14172074,0.35063666,0.7892379
0 days 00:00:00.700000,0.24190263,0.39706242,0.75502944
0 days 00:00:00.710000,0.15760323,0.36651915,0.72204274
0 days 00:00:00.720000,0.28588495,0.41172317,0.8173377
0 days 00:00:00.730000,0.30298916,0.4202753,0.87109387
0 days 00:00:00.740000,0.029321533,0.39950588,0.79534656
0 days 00:00:00.750000,0.058643065,0.3848451,0.79045963
0 days 00:00:00.760000,-0.06841691,0.3555236,0.75747293
